word_id,word,variants,ja,audio,audio_out
w_comes,comes,,come（来る）の三単現,comes.mp3,済
w_comfy,comfy,,心地いい、快適な,comfy.mp3,済
w_coming,coming,,come（来る）のing形,coming.mp3,済
w_company,company,,会社,company.mp3,済
w_computer,computer,,コンピューター,computer.mp3,済
w_concert,concert,,コンサート,concert.mp3,済
w_contest,contest,,コンテスト、大会,contest.mp3,済
w_convenience,convenience,,便利な,convenience.mp3,済
w_convenience store,convenience store,,コンビニエンスストア,convenience store.mp3,済
w_cook,cook,,料理する,cook.mp3,済
w_cooked,cooked,,cook（料理する）の過去形,cooked.mp3,済
w_cookies,cookies,,cookie（クッキー）の複数形,cookies.mp3,済
w_cooking,cooking,,cook（料理する）のing形,cooking.mp3,済
w_cool,cool,,ひんやり、カッコいい,cool.mp3,済
w_cooler,cooler,,より涼しい（coolの比較級）,cooler.mp3,済
w_corner,corner,,角、すみ,corner.mp3,済
w_correct,correct,,正しい,correct.mp3,済
w_couch,couch,,カウチ、ソファー,couch.mp3,済
w_couches,couches,,couch（カウチ、ソファー）の複数形,couches.mp3,済
w_cough,cough,,せきをする、せき,cough.mp3,済
w_coughed,coughed,,cough（せきをする）の過去形,coughed.mp3,済
w_could,could,,〜できた、〜かもしれない（canの過去・丁寧）,could.mp3,済
w_couldn_t,couldn't,,〜できなかった（could not）,couldn't.mp3,済
w_count,count,,数える,count.mp3,済
w_countries,countries,,country（国）の複数形,countries.mp3,済
w_country,country,,国,country.mp3,済
w_course,course,,コース,course.mp3,済
w_cousin,cousin,,いとこ,cousin.mp3,済
w_cousin_s,cousin's,,cousin（いとこ）の所有格,cousin's.mp3,済
w_cousins,cousins,,cousin（いとこ）の複数形,cousins.mp3,済
w_cow,cow,,牛,cow.mp3,済
w_cows,cows,,cow（牛）の複数形,cows.mp3,済
w_cozy,cozy,,快適,cozy.mp3,済
w_crazy,crazy,,クレイジーな、めちゃくちゃな,crazy.mp3,済
w_cream,cream,,クリーム,cream.mp3,済
w_crispy,crispy,,サクサク,crispy.mp3,済
w_cross,cross,,渡る、交差する,cross.mp3,済
w_crossed,crossed,,cross（渡る、交差する）の過去形,crossed.mp3,済
w_crossing,crossing,,cross（渡る、交差する）のing形,crossing.mp3,済
w_crowded,crowded,,混んでいる,crowded.mp3,済
w_cry,cry,,泣く,cry.mp3,済
w_crying,crying,,cry（泣く）のing形,crying.mp3,済
w_cup,cup,,カップ,cup.mp3,済
w_cups,cups,,cup（カップ）の複数形,cups.mp3,済
w_curry,curry,,カレー,curry.mp3,済
w_curveball,curveball,,カーブ（変化球）,curveball.mp3,済
w_cut,cut,,切る,cut.mp3,済
w_cute,cute,,かわいい,cute.mp3,済
w_dad,dad,,お父さん,dad.mp3,済
w_dance,dance,,踊る、ダンス,dance.mp3,済
w_dancing,dancing,,dance（踊る、ダンス）のing形,dancing.mp3,済
w_dangerous,dangerous,,危険な,dangerous.mp3,済
w_dark,dark,,暗い、濃い,dark.mp3,済
w_darker,darker,,dark（暗い、濃い）の比較級,darker.mp3,済
w_date,date,,日付、デート,date.mp3,済
w_day,day,,日,day.mp3,済
w_days,days,,day（日）の複数形,days.mp3,済
w_dead,dead,,死んでいる,dead.mp3,済
w_decide,decide,,決める,decide.mp3,済
w_decision,decision,,決定、決断,decision.mp3,済
w_definitely,definitely,,絶対に、間違いなく,definitely.mp3,済
w_deli,deli,,デリ、惣菜店,deli.mp3,済
w_delicious,delicious,,おいしい,delicious.mp3,済
w_designer,designer,,デザイナー、ブランドものの,designer.mp3,済
w_desk,desk,,机,desk.mp3,済
w_desks,desks,,desk（机）の複数形,desks.mp3,済
w_dessert,dessert,,デザート,dessert.mp3,済
w_dice,dice,,サイコロ,dice.mp3,済
w_dictionary,dictionary,,辞書,dictionary.mp3,済
w_did,did,,〜した（doの過去）,did.mp3,済
w_didn_t,didn't,,〜しなかった（did not）,didn't.mp3,済
w_died,died,,die（死ぬ）の過去形,died.mp3,済
w_different,different,,ちがう、いろいろな,different.mp3,済
w_difficult,difficult,,難しい,difficult.mp3,済
w_dinner,dinner,,ディナー,dinner.mp3,済
w_dinner_s,dinner's,,dinner is の短縮形（夕食が〜）,dinner's.mp3,済
w_discuss,discuss,,話し合う、議論する,discuss.mp3,済
w_dish,dish,,皿,dish.mp3,済
w_dishes,dishes,,dish（皿）の複数形,dishes.mp3,済
w_Disney,Disney,,ディズニー,Disney.mp3,済
w_dive,dive,,飛び込む、潜る,dive.mp3,済
w_dizzy,dizzy,,めまい,dizzy.mp3,済
w_do,do,,する,do.mp3,済
w_doctor,doctor,,医者,doctor.mp3,済
w_doctors,doctors,,doctor（医者）の複数形,doctors.mp3,済
w_does,does,,する（三単現）,does.mp3,済
w_doesn_t,doesn't,,〜しない（does not）,doesn't.mp3,済
w_dog,dog,,犬,dog.mp3,済
w_dog_s,dog's,,犬の,dog's.mp3,済
w_dogs,dogs,,dog（犬）の複数形,dogs.mp3,済
w_doing,doing,,doのing形,doing.mp3,済
w_dollar,dollar,,ドル,dollar.mp3,済
w_dollars,dollars,,dollar（ドル）の複数形,dollars.mp3,済
w_don_t,don't,,〜しない（do not）,don't.mp3,済
w_done,done,,do（する）の過去分詞、終わった,done.mp3,済
w_door,door,,ドア、扉,door.mp3,済
w_down,down,,下に、下へ,down.mp3,済
w_dragons,dragons,,dragon（ドラゴン、竜）の複数形,dragons.mp3,済
w_dream,dream,,夢,dream.mp3,済
w_dreams,dreams,,dream（夢）の複数形,dreams.mp3,済
w_dressed,dressed,,dress（服を着る）の過去形,dressed.mp3,済
w_drink,drink,,飲む,drink.mp3,済
w_drinks,drinks,,drink（飲む）の三単現,drinks.mp3,済
w_drive,drive,,運転する,drive.mp3,済
w_driving,driving,,drive（運転する）のing形,driving.mp3,済
w_drop,drop,,落とす、落ちる,drop.mp3,済
w_dropped,dropped,,drop（落とす、落ちる）の過去形,dropped.mp3,済
w_dude,dude,,マジか！うそやん！,dude.mp3,済
w_during,during,,〜の間に,during.mp3,済
w_each,each,,それぞれ,each.mp3,済
w_earlier,earlier,,early（早い）の比較級,earlier.mp3,済
w_early,early,,早い,early.mp3,済
w_earthquake,earthquake,,地震,earthquake.mp3,済
w_easier,easier,,easy（簡単な、楽な）の比較級,easier.mp3,済
w_easy,easy,,簡単な、楽な,easy.mp3,済
w_eat,eat,,食べる,eat.mp3,済
w_eaten,eaten,,eat（食べる）の過去分詞,eaten.mp3,済
w_eating,eating,,eat（食べる）のing形,eating.mp3,済
w_eats,eats,,eat（食べる）の三単現,eats.mp3,済
w_egg,egg,,卵,egg.mp3,済
w_eight,eight,,8,eight.mp3,済
w_eighteen,eighteen,,18,eighteen.mp3,済
w_eighty,eighty,,80,eighty.mp3,済
w_elect,elect,,選ぶ,elect.mp3,済
w_elected,elected,,elect（選ぶ）の過去形,elected.mp3,済
w_electricity,electricity,,電気,electricity.mp3,済
w_eleven,eleven,,11,eleven.mp3,済
w_else,else,,ほかに,else.mp3,済
w_end,end,,終わり,end.mp3,済
w_ending,ending,,終わり方、結末,ending.mp3,済
w_energy,energy,,エネルギー、元気,energy.mp3,済
w_english,english,,英語,english.mp3,済
w_enjoy,enjoy,,楽しむ,enjoy.mp3,済
w_enjoyed,enjoyed,,enjoy（楽しむ）の過去形,enjoyed.mp3,済
w_enjoying,enjoying,,enjoy（楽しむ）のing形,enjoying.mp3,済
w_enjoys,enjoys,,enjoy（楽しむ）の三単現,enjoys.mp3,済
w_enough,enough,,十分な、十分に,enough.mp3,済
w_enter,enter,,入る,enter.mp3,済
w_environment,environment,,環境,environment.mp3,済
w_environmental,environmental,,環境の,environmental.mp3,済
w_eraser,eraser,,消しゴム,eraser.mp3,済
w_especially,especially,,特に,especially.mp3,済
w_even,even,,〜さえ、〜でも,even.mp3,済
w_ever,ever,,いままでに,ever.mp3,済
w_every,every,,毎,every.mp3,済
w_everyone,everyone,,みんな、全員,everyone.mp3,済
w_everything,everything,,すべて、何もかも,everything.mp3,済
w_everything_s,everything's,,everything is の短縮形,everything's.mp3,済
w_everywhere,everywhere,,いたるところで,everywhere.mp3,済
w_exam,exam,,試験,exam.mp3,済
w_excited,excited,,わくわくさせられる,excited.mp3,済
w_exciting,exciting,,わくわくさせる,exciting.mp3,済
w_excuse,excuse,,許す（Excuse me で「すみません」）,excuse.mp3,済
w_exercise,exercise,,運動、練習,exercise.mp3,済
w_exercises,exercises,,exercise（運動、練習）の複数形,exercises.mp3,済
w_exhausted,exhausted,,とても疲れた、へとへとの,exhausted.mp3,済
w_expect,expect,,予想する,expect.mp3,済
w_expected,expected,,expect（予想する）の過去形,expected.mp3,済
w_expensive,expensive,,高価な,expensive.mp3,済
w_experience,experience,,経験,experience.mp3,済
w_explain,explain,,説明する,explain.mp3,済
w_explains,explains,,explain（説明する）の三単現,explains.mp3,済
w_eye,eye,,目,eye.mp3,済
w_eyes,eyes,,eye（目）の複数形,eyes.mp3,済
w_face,face,,顔,face.mp3,済
w_fail,fail,,失敗する、落ちる,fail.mp3,済
w_fall,fall,,落ちる、転ぶ,fall.mp3,済
w_falling,falling,,fall（落ちる、転ぶ）のing形,falling.mp3,済
w_family,family,,家族,family.mp3,済
w_famous,famous,,有名な,famous.mp3,済
w_far,far,,はるかに、遠くに,far.mp3,済
w_farm,farm,,農場,farm.mp3,済
w_fast,fast,,速く,fast.mp3,済
w_faster,faster,,より速く、もっと速い（fastの比較級）,faster.mp3,済
w_fastest,fastest,,fast（速く）の最上級,fastest.mp3,済
w_fat,fat,,太った、脂肪,fat.mp3,済
w_father,father,,父,father.mp3,済
w_favorite,favorite,,お気に入りの、一番好きな,favorite.mp3,済
w_feel,feel,,感じる,feel.mp3,済
w_feeling,feeling,,feel（感じる）のing形,feeling.mp3,済
w_feels,feels,,feel（感じる）の三単現,feels.mp3,済
w_fell,fell,,fall（落ちる、転ぶ）の過去形,fell.mp3,済
w_felt,felt,,feel（感じる）の過去形,felt.mp3,済
w_festival,festival,,お祭り,festival.mp3,済
w_few,few,,少しの、ほとんどない,few.mp3,済
w_field,field,,野,field.mp3,済
w_fifteen,fifteen,,15,fifteen.mp3,済
w_fifteenth,fifteenth,,15番目の、15日,fifteenth.mp3,済
w_fifty,fifty,,50,fifty.mp3,済
w_finally,finally,,ついに、ようやく,finally.mp3,済
w_find,find,,見つける,find.mp3,済
w_finding,finding,,find（見つける）のing形,finding.mp3,済
w_fine,fine,,大丈夫、けっこう,fine.mp3,済
w_fingers,fingers,,finger（指）の複数形,fingers.mp3,済
w_finish,finish,,終える、終わる,finish.mp3,済
w_finished,finished,,finish（終える、終わる）の過去形,finished.mp3,済
w_fire,fire,,火、火事,fire.mp3,済
w_fireworks,fireworks,,花火,fireworks.mp3,済
w_first,first,,最初の、第一に,first.mp3,済
w_fish,fish,,釣りをする、魚,fish.mp3,済
w_fishing,fishing,,fish（釣りをする、魚）のing形,fishing.mp3,済
w_five,five,,5,five.mp3,済
w_fix,fix,,直す、固定する,fix.mp3,済
w_flew,flew,,fly（飛ぶ）の過去形,flew.mp3,済
w_floor,floor,,床、階,floor.mp3,済
w_floor_s,floor's,,floor（床）の所有格、またはfloor is の短縮形,floor's.mp3,済
w_flower,flower,,花,flower.mp3,済
w_flowers,flowers,,flower（花）の複数形,flowers.mp3,済
w_fluently,fluently,,流ちょうに,fluently.mp3,済
w_fluffy,fluffy,,ふわふわ,fluffy.mp3,済
w_focus,focus,,集中する、焦点,focus.mp3,済
w_foggy,foggy,,霧の出た、霧がかった,foggy.mp3,済
w_follow,follow,,ついていく、従う,follow.mp3,済
w_food,food,,食べ物,food.mp3,済
w_foot,foot,,足,foot.mp3,済
w_for,for,,～のために、～の期間,for.mp3,済
w_forest,forest,,森,forest.mp3,済
w_forever,forever,,永遠に、ずっと,forever.mp3,済
w_forget,forget,,忘れる,forget.mp3,済
w_forgets,forgets,,forget（忘れる）の三単現,forgets.mp3,済
w_forgot,forgot,,忘れた,forgot.mp3,済
w_forgotten,forgotten,,forget（忘れる）の過去分詞,forgotten.mp3,済
w_fork,fork,,フォーク,fork.mp3,済
w_forks,forks,,fork（フォーク）の複数形,forks.mp3,済
w_fort,fort,,砦（とりで）,fort.mp3,済
w_found,found,,find（見つける）の過去形,found.mp3,済
w_four,four,,4,four.mp3,済
w_fourteen,fourteen,,14,fourteen.mp3,済
w_fourty,fourty,,40,fourty.mp3,済
w_free,free,,無料の,free.mp3,済
w_freezing,freezing,,すごく寒い（freeze のing形）,freezing.mp3,済
w_french,French,,フランスの、フランス語,French.mp3,済
w_Friday,Friday,,金曜日,Friday.mp3,済
w_fridays,Fridays,,Friday（金曜日）の複数形,Fridays.mp3,済
w_friend,friend,,友達,friend.mp3,済
w_friends,friends,,friend（友達）の複数形,friends.mp3,済
w_frog,frog,,カエル,frog.mp3,済
w_from,from,,～から,from.mp3,済
w_front,front,,前、正面,front.mp3,済
w_full,full,,いっぱいの、満腹の,full.mp3,済
w_fun,fun,,楽しみ、楽しい,fun.mp3,済
w_funny,funny,,おもしろい,funny.mp3,済
w_future,future,,未来,future.mp3,済
w_game,game,,ゲーム,game.mp3,済
w_games,games,,game（ゲーム）の複数形,games.mp3,済
w_garbage,garbage,,ゴミ,garbage.mp3,済
w_garden,garden,,庭,garden.mp3,済
w_gate,gate,,門、ゲート,gate.mp3,済
w_gave,gave,,give（あげる）の過去形,gave.mp3,済
w_get,get,,手に入れる、～の状態になる,get.mp3,済
w_gets,gets,,get（手に入れる、～の状態になる）の三単現,gets.mp3,済
w_getting,getting,,get（手に入れる、～の状態になる）のing形,getting.mp3,済
w_gift,gift,,贈り物、プレゼント,gift.mp3,済
w_girl,girl,,女の子,girl.mp3,済
w_give,give,,与える,give.mp3,済
w_gives,gives,,give（与える）の三単現,gives.mp3,済
w_glad,glad,,うれしい,glad.mp3,済
w_glass,glass,,コップ、ガラス（glassesは眼鏡）,glass.mp3,済
w_glasses,glasses,,glass（コップ、ガラス）の複数形,glasses.mp3,済
w_go,go,,行く,go.mp3,済
w_goal,goal,,ゴール、目標,goal.mp3,済
w_goes,goes,,go（行く）の三単現,goes.mp3,済
w_going,going,,go（行く）のing形,going.mp3,済
w_gold,gold,,金,gold.mp3,済
